Date,Journal Number,Transaction Type,Transaction ID,Reference Number,Account,Account Type,Contact ID,Contact Name,Debit,Credit,Department,Branch,Description
2025-06-24,JRN-9240,Bill,ZB-2018,BILL-2018,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,4505.76,0,Operations,Kolkata,Vendor bill BILL-2018
2025-06-24,JRN-9240,Bill,ZB-2018,BILL-2018,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,29537.76,Operations,Kolkata,Vendor bill BILL-2018
2025-06-04,JRN-9241,Bill,ZB-2019,BILL-2019,Repairs & Maintenance,Expense,VEND-002,BoxPro Materials,99848,0,Technology,Kolkata,Vendor bill BILL-2019
2025-06-04,JRN-9241,Bill,ZB-2019,BILL-2019,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,17972.64,0,Technology,Kolkata,Vendor bill BILL-2019
2025-06-04,JRN-9241,Bill,ZB-2019,BILL-2019,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,0,117820.64,Technology,Kolkata,Vendor bill BILL-2019
2025-06-18,JRN-9242,Bill,ZB-2020,BILL-2020,Repairs & Maintenance,Expense,VEND-004,Dyna Services,126522,0,Technology,Bengaluru,Vendor bill BILL-2020
2025-06-18,JRN-9242,Bill,ZB-2020,BILL-2020,Input GST Recoverable,Other Current Asset,VEND-004,Dyna Services,22773.96,0,Technology,Bengaluru,Vendor bill BILL-2020
2025-06-18,JRN-9242,Bill,ZB-2020,BILL-2020,Accounts Payable,Accounts Payable,VEND-004,Dyna Services,0,149295.96,Technology,Bengaluru,Vendor bill BILL-2020
2025-06-25,JRN-9243,Bill,ZB-2021,BILL-2021,Professional Fees,Expense,VEND-006,FastTrack Transport,98415,0,Operations,Bengaluru,Vendor bill BILL-2021
2025-06-25,JRN-9243,Bill,ZB-2021,BILL-2021,Input GST Recoverable,Other Current Asset,VEND-006,FastTrack Transport,17714.7,0,Operations,Bengaluru,Vendor bill BILL-2021
2025-06-25,JRN-9243,Bill,ZB-2021,BILL-2021,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,0,116129.7,Operations,Bengaluru,Vendor bill BILL-2021
2025-06-06,JRN-9244,Bill,ZB-2022,BILL-2022,Repairs & Maintenance,Expense,VEND-007,Global Packaging,32252,0,Administration,Ahmedabad,Vendor bill BILL-2022
2025-06-06,JRN-9244,Bill,ZB-2022,BILL-2022,Input GST Recoverable,Other Current Asset,VEND-007,Global Packaging,5805.36,0,Administration,Ahmedabad,Vendor bill BILL-2022
2025-06-06,JRN-9244,Bill,ZB-2022,BILL-2022,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,0,38057.36,Administration,Ahmedabad,Vendor bill BILL-2022
2025-06-24,JRN-9245,Bill,ZB-2023,BILL-2023,Freight & Delivery,Expense,VEND-007,Global Packaging,167040,0,Sales,Mumbai,Vendor bill BILL-2023
2025-06-24,JRN-9245,Bill,ZB-2023,BILL-2023,Input GST Recoverable,Other Current Asset,VEND-007,Global Packaging,30067.2,0,Sales,Mumbai,Vendor bill BILL-2023
2025-06-24,JRN-9245,Bill,ZB-2023,BILL-2023,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,0,197107.2,Sales,Mumbai,Vendor bill BILL-2023
2025-06-22,JRN-9246,Bill,ZB-2024,BILL-2024,Repairs & Maintenance,Expense,VEND-001,Alpha Supplies Pvt Ltd,74385,0,Technology,Mumbai,Vendor bill BILL-2024
2025-06-22,JRN-9246,Bill,ZB-2024,BILL-2024,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,13389.3,0,Technology,Mumbai,Vendor bill BILL-2024
2025-06-22,JRN-9246,Bill,ZB-2024,BILL-2024,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,87774.3,Technology,Mumbai,Vendor bill BILL-2024
2025-07-10,JRN-9247,Bill,ZB-2025,BILL-2025,Repairs & Maintenance,Expense,VEND-001,Alpha Supplies Pvt Ltd,19035,0,Sales,Ahmedabad,Vendor bill BILL-2025
2025-07-10,JRN-9247,Bill,ZB-2025,BILL-2025,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,3426.3,0,Sales,Ahmedabad,Vendor bill BILL-2025
2025-07-10,JRN-9247,Bill,ZB-2025,BILL-2025,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,22461.3,Sales,Ahmedabad,Vendor bill BILL-2025
2025-07-09,JRN-9248,Bill,ZB-2026,BILL-2026,Repairs & Maintenance,Expense,VEND-008,Horizon Security,51940,0,Operations,Delhi,Vendor bill BILL-2026
2025-07-09,JRN-9248,Bill,ZB-2026,BILL-2026,Input GST Recoverable,Other Current Asset,VEND-008,Horizon Security,9349.2,0,Operations,Delhi,Vendor bill BILL-2026
2025-07-09,JRN-9248,Bill,ZB-2026,BILL-2026,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,0,61289.2,Operations,Delhi,Vendor bill BILL-2026
2025-07-09,JRN-9249,Bill,ZB-2027,BILL-2027,Professional Fees,Expense,VEND-005,Evergreen Technologies,34352,0,Technology,Kolkata,Vendor bill BILL-2027
2025-07-09,JRN-9249,Bill,ZB-2027,BILL-2027,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,6183.36,0,Technology,Kolkata,Vendor bill BILL-2027
2025-07-09,JRN-9249,Bill,ZB-2027,BILL-2027,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,0,40535.36,Technology,Kolkata,Vendor bill BILL-2027
2025-07-22,JRN-9250,Bill,ZB-2028,BILL-2028,Repairs & Maintenance,Expense,VEND-001,Alpha Supplies Pvt Ltd,186879,0,Administration,Bengaluru,Vendor bill BILL-2028
2025-07-22,JRN-9250,Bill,ZB-2028,BILL-2028,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,33638.22,0,Administration,Bengaluru,Vendor bill BILL-2028
2025-07-22,JRN-9250,Bill,ZB-2028,BILL-2028,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,220517.22,Administration,Bengaluru,Vendor bill BILL-2028
2025-07-13,JRN-9251,Bill,ZB-2029,BILL-2029,Freight & Delivery,Expense,VEND-001,Alpha Supplies Pvt Ltd,44603,0,Administration,Ahmedabad,Vendor bill BILL-2029
2025-07-13,JRN-9251,Bill,ZB-2029,BILL-2029,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,8028.54,0,Administration,Ahmedabad,Vendor bill BILL-2029
2025-07-13,JRN-9251,Bill,ZB-2029,BILL-2029,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,52631.54,Administration,Ahmedabad,Vendor bill BILL-2029
2025-07-20,JRN-9252,Bill,ZB-2030,BILL-2030,Professional Fees,Expense,VEND-001,Alpha Supplies Pvt Ltd,143829,0,Operations,Mumbai,Vendor bill BILL-2030
2025-07-20,JRN-9252,Bill,ZB-2030,BILL-2030,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,25889.22,0,Operations,Mumbai,Vendor bill BILL-2030
2025-07-20,JRN-9252,Bill,ZB-2030,BILL-2030,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,169718.22,Operations,Mumbai,Vendor bill BILL-2030
2025-07-13,JRN-9253,Bill,ZB-2031,BILL-2031,Freight & Delivery,Expense,VEND-007,Global Packaging,125491,0,Finance,Ahmedabad,Vendor bill BILL-2031
2025-07-13,JRN-9253,Bill,ZB-2031,BILL-2031,Input GST Recoverable,Other Current Asset,VEND-007,Global Packaging,22588.38,0,Finance,Ahmedabad,Vendor bill BILL-2031
2025-07-13,JRN-9253,Bill,ZB-2031,BILL-2031,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,0,148079.38,Finance,Ahmedabad,Vendor bill BILL-2031
2025-07-05,JRN-9254,Bill,ZB-2032,BILL-2032,Freight & Delivery,Expense,VEND-008,Horizon Security,31592,0,Finance,Kolkata,Vendor bill BILL-2032
2025-07-05,JRN-9254,Bill,ZB-2032,BILL-2032,Input GST Recoverable,Other Current Asset,VEND-008,Horizon Security,5686.56,0,Finance,Kolkata,Vendor bill BILL-2032
2025-07-05,JRN-9254,Bill,ZB-2032,BILL-2032,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,0,37278.56,Finance,Kolkata,Vendor bill BILL-2032
2025-08-24,JRN-9255,Bill,ZB-2033,BILL-2033,Freight & Delivery,Expense,VEND-001,Alpha Supplies Pvt Ltd,163918,0,Operations,Ahmedabad,Vendor bill BILL-2033
2025-08-24,JRN-9255,Bill,ZB-2033,BILL-2033,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,29505.24,0,Operations,Ahmedabad,Vendor bill BILL-2033
2025-08-24,JRN-9255,Bill,ZB-2033,BILL-2033,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,193423.24,Operations,Ahmedabad,Vendor bill BILL-2033
2025-08-09,JRN-9256,Bill,ZB-2034,BILL-2034,Professional Fees,Expense,VEND-002,BoxPro Materials,153720,0,Sales,Delhi,Vendor bill BILL-2034
2025-08-09,JRN-9256,Bill,ZB-2034,BILL-2034,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,27669.6,0,Sales,Delhi,Vendor bill BILL-2034
2025-08-09,JRN-9256,Bill,ZB-2034,BILL-2034,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,0,181389.6,Sales,Delhi,Vendor bill BILL-2034
2025-08-09,JRN-9257,Bill,ZB-2035,BILL-2035,Freight & Delivery,Expense,VEND-003,Crest Logistics,99631,0,Administration,Ahmedabad,Vendor bill BILL-2035
2025-08-09,JRN-9257,Bill,ZB-2035,BILL-2035,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,17933.58,0,Administration,Ahmedabad,Vendor bill BILL-2035
2025-08-09,JRN-9257,Bill,ZB-2035,BILL-2035,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,117564.58,Administration,Ahmedabad,Vendor bill BILL-2035
2025-08-09,JRN-9258,Bill,ZB-2036,BILL-2036,Purchases,Expense,VEND-006,FastTrack Transport,149622,0,Sales,Kolkata,Vendor bill BILL-2036
2025-08-09,JRN-9258,Bill,ZB-2036,BILL-2036,Input GST Recoverable,Other Current Asset,VEND-006,FastTrack Transport,26931.96,0,Sales,Kolkata,Vendor bill BILL-2036
2025-08-09,JRN-9258,Bill,ZB-2036,BILL-2036,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,0,176553.96,Sales,Kolkata,Vendor bill BILL-2036
2025-08-10,JRN-9259,Bill,ZB-2037,BILL-2037,Repairs & Maintenance,Expense,VEND-001,Alpha Supplies Pvt Ltd,155890,0,Technology,Delhi,Vendor bill BILL-2037
2025-08-10,JRN-9259,Bill,ZB-2037,BILL-2037,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,28060.2,0,Technology,Delhi,Vendor bill BILL-2037
2025-08-10,JRN-9259,Bill,ZB-2037,BILL-2037,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,183950.2,Technology,Delhi,Vendor bill BILL-2037
2025-08-05,JRN-9260,Bill,ZB-2038,BILL-2038,Repairs & Maintenance,Expense,VEND-008,Horizon Security,37094,0,Finance,Mumbai,Vendor bill BILL-2038
2025-08-05,JRN-9260,Bill,ZB-2038,BILL-2038,Input GST Recoverable,Other Current Asset,VEND-008,Horizon Security,6676.92,0,Finance,Mumbai,Vendor bill BILL-2038
2025-08-05,JRN-9260,Bill,ZB-2038,BILL-2038,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,0,43770.92,Finance,Mumbai,Vendor bill BILL-2038
2025-08-06,JRN-9261,Bill,ZB-2039,BILL-2039,Repairs & Maintenance,Expense,VEND-003,Crest Logistics,48654,0,Operations,Delhi,Vendor bill BILL-2039
2025-08-06,JRN-9261,Bill,ZB-2039,BILL-2039,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,8757.72,0,Operations,Delhi,Vendor bill BILL-2039
2025-08-06,JRN-9261,Bill,ZB-2039,BILL-2039,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,57411.72,Operations,Delhi,Vendor bill BILL-2039
2025-08-07,JRN-9262,Bill,ZB-2040,BILL-2040,Professional Fees,Expense,VEND-007,Global Packaging,130203,0,Technology,Mumbai,Vendor bill BILL-2040
2025-08-07,JRN-9262,Bill,ZB-2040,BILL-2040,Input GST Recoverable,Other Current Asset,VEND-007,Global Packaging,23436.54,0,Technology,Mumbai,Vendor bill BILL-2040
2025-08-07,JRN-9262,Bill,ZB-2040,BILL-2040,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,0,153639.54,Technology,Mumbai,Vendor bill BILL-2040
2025-09-21,JRN-9263,Bill,ZB-2041,BILL-2041,Professional Fees,Expense,VEND-003,Crest Logistics,128092,0,Finance,Bengaluru,Vendor bill BILL-2041
2025-09-21,JRN-9263,Bill,ZB-2041,BILL-2041,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,23056.56,0,Finance,Bengaluru,Vendor bill BILL-2041
2025-09-21,JRN-9263,Bill,ZB-2041,BILL-2041,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,151148.56,Finance,Bengaluru,Vendor bill BILL-2041
2025-09-04,JRN-9264,Bill,ZB-2042,BILL-2042,Freight & Delivery,Expense,VEND-005,Evergreen Technologies,36832,0,Sales,Bengaluru,Vendor bill BILL-2042
2025-09-04,JRN-9264,Bill,ZB-2042,BILL-2042,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,6629.76,0,Sales,Bengaluru,Vendor bill BILL-2042
2025-09-04,JRN-9264,Bill,ZB-2042,BILL-2042,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,0,43461.76,Sales,Bengaluru,Vendor bill BILL-2042
2025-09-25,JRN-9265,Bill,ZB-2043,BILL-2043,Freight & Delivery,Expense,VEND-004,Dyna Services,134416,0,Administration,Mumbai,Vendor bill BILL-2043
2025-09-25,JRN-9265,Bill,ZB-2043,BILL-2043,Input GST Recoverable,Other Current Asset,VEND-004,Dyna Services,24194.88,0,Administration,Mumbai,Vendor bill BILL-2043
2025-09-25,JRN-9265,Bill,ZB-2043,BILL-2043,Accounts Payable,Accounts Payable,VEND-004,Dyna Services,0,158610.88,Administration,Mumbai,Vendor bill BILL-2043
2025-09-07,JRN-9266,Bill,ZB-2044,BILL-2044,Freight & Delivery,Expense,VEND-003,Crest Logistics,191425,0,Administration,Kolkata,Vendor bill BILL-2044
2025-09-07,JRN-9266,Bill,ZB-2044,BILL-2044,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,34456.5,0,Administration,Kolkata,Vendor bill BILL-2044
2025-09-07,JRN-9266,Bill,ZB-2044,BILL-2044,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,225881.5,Administration,Kolkata,Vendor bill BILL-2044
2025-09-10,JRN-9267,Bill,ZB-2045,BILL-2045,Freight & Delivery,Expense,VEND-003,Crest Logistics,59247,0,Operations,Delhi,Vendor bill BILL-2045
2025-09-10,JRN-9267,Bill,ZB-2045,BILL-2045,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,10664.46,0,Operations,Delhi,Vendor bill BILL-2045
2025-09-10,JRN-9267,Bill,ZB-2045,BILL-2045,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,69911.46,Operations,Delhi,Vendor bill BILL-2045
2025-09-11,JRN-9268,Bill,ZB-2046,BILL-2046,Professional Fees,Expense,VEND-008,Horizon Security,68013,0,Administration,Mumbai,Vendor bill BILL-2046
2025-09-11,JRN-9268,Bill,ZB-2046,BILL-2046,Input GST Recoverable,Other Current Asset,VEND-008,Horizon Security,12242.34,0,Administration,Mumbai,Vendor bill BILL-2046
2025-09-11,JRN-9268,Bill,ZB-2046,BILL-2046,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,0,80255.34,Administration,Mumbai,Vendor bill BILL-2046
2025-09-23,JRN-9269,Bill,ZB-2047,BILL-2047,Repairs & Maintenance,Expense,VEND-003,Crest Logistics,48576,0,Technology,Bengaluru,Vendor bill BILL-2047
2025-09-23,JRN-9269,Bill,ZB-2047,BILL-2047,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,8743.68,0,Technology,Bengaluru,Vendor bill BILL-2047
2025-09-23,JRN-9269,Bill,ZB-2047,BILL-2047,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,57319.68,Technology,Bengaluru,Vendor bill BILL-2047
2025-09-19,JRN-9270,Bill,ZB-2048,BILL-2048,Repairs & Maintenance,Expense,VEND-001,Alpha Supplies Pvt Ltd,35076,0,Operations,Bengaluru,Vendor bill BILL-2048
2025-09-19,JRN-9270,Bill,ZB-2048,BILL-2048,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,6313.68,0,Operations,Bengaluru,Vendor bill BILL-2048
2025-09-19,JRN-9270,Bill,ZB-2048,BILL-2048,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,41389.68,Operations,Bengaluru,Vendor bill BILL-2048
2025-10-16,JRN-9271,Bill,ZB-2049,BILL-2049,Freight & Delivery,Expense,VEND-007,Global Packaging,61479,0,Operations,Mumbai,Vendor bill BILL-2049
2025-10-16,JRN-9271,Bill,ZB-2049,BILL-2049,Input GST Recoverable,Other Current Asset,VEND-007,Global Packaging,11066.22,0,Operations,Mumbai,Vendor bill BILL-2049
2025-10-16,JRN-9271,Bill,ZB-2049,BILL-2049,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,0,72545.22,Operations,Mumbai,Vendor bill BILL-2049
2025-10-18,JRN-9272,Bill,ZB-2050,BILL-2050,Repairs & Maintenance,Expense,VEND-002,BoxPro Materials,20076,0,Technology,Ahmedabad,Vendor bill BILL-2050
2025-10-18,JRN-9272,Bill,ZB-2050,BILL-2050,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,3613.68,0,Technology,Ahmedabad,Vendor bill BILL-2050
2025-10-18,JRN-9272,Bill,ZB-2050,BILL-2050,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,0,23689.68,Technology,Ahmedabad,Vendor bill BILL-2050
2025-10-13,JRN-9273,Bill,ZB-2051,BILL-2051,Purchases,Expense,VEND-005,Evergreen Technologies,43380,0,Administration,Bengaluru,Vendor bill BILL-2051
2025-10-13,JRN-9273,Bill,ZB-2051,BILL-2051,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,7808.4,0,Administration,Bengaluru,Vendor bill BILL-2051
2025-10-13,JRN-9273,Bill,ZB-2051,BILL-2051,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,0,51188.4,Administration,Bengaluru,Vendor bill BILL-2051
2025-10-20,JRN-9274,Bill,ZB-2052,BILL-2052,Professional Fees,Expense,VEND-001,Alpha Supplies Pvt Ltd,153424,0,Operations,Delhi,Vendor bill BILL-2052
2025-10-20,JRN-9274,Bill,ZB-2052,BILL-2052,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,27616.32,0,Operations,Delhi,Vendor bill BILL-2052
2025-10-20,JRN-9274,Bill,ZB-2052,BILL-2052,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,181040.32,Operations,Delhi,Vendor bill BILL-2052
2025-10-18,JRN-9275,Bill,ZB-2053,BILL-2053,Repairs & Maintenance,Expense,VEND-004,Dyna Services,184900,0,Technology,Kolkata,Vendor bill BILL-2053
2025-10-18,JRN-9275,Bill,ZB-2053,BILL-2053,Input GST Recoverable,Other Current Asset,VEND-004,Dyna Services,33282,0,Technology,Kolkata,Vendor bill BILL-2053
2025-10-18,JRN-9275,Bill,ZB-2053,BILL-2053,Accounts Payable,Accounts Payable,VEND-004,Dyna Services,0,218182,Technology,Kolkata,Vendor bill BILL-2053
2025-10-15,JRN-9276,Bill,ZB-2054,BILL-2054,Repairs & Maintenance,Expense,VEND-001,Alpha Supplies Pvt Ltd,47520,0,Administration,Mumbai,Vendor bill BILL-2054
2025-10-15,JRN-9276,Bill,ZB-2054,BILL-2054,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,8553.6,0,Administration,Mumbai,Vendor bill BILL-2054
2025-10-15,JRN-9276,Bill,ZB-2054,BILL-2054,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,56073.6,Administration,Mumbai,Vendor bill BILL-2054
2025-10-04,JRN-9277,Bill,ZB-2055,BILL-2055,Professional Fees,Expense,VEND-006,FastTrack Transport,106760,0,Administration,Delhi,Vendor bill BILL-2055
2025-10-04,JRN-9277,Bill,ZB-2055,BILL-2055,Input GST Recoverable,Other Current Asset,VEND-006,FastTrack Transport,19216.8,0,Administration,Delhi,Vendor bill BILL-2055
2025-10-04,JRN-9277,Bill,ZB-2055,BILL-2055,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,0,125976.8,Administration,Delhi,Vendor bill BILL-2055
2025-10-20,JRN-9278,Bill,ZB-2056,BILL-2056,Purchases,Expense,VEND-006,FastTrack Transport,41860,0,Finance,Bengaluru,Vendor bill BILL-2056
2025-10-20,JRN-9278,Bill,ZB-2056,BILL-2056,Input GST Recoverable,Other Current Asset,VEND-006,FastTrack Transport,7534.8,0,Finance,Bengaluru,Vendor bill BILL-2056
2025-10-20,JRN-9278,Bill,ZB-2056,BILL-2056,Accounts Payable,Accounts Payable,VEND-006,FastTrack Transport,0,49394.8,Finance,Bengaluru,Vendor bill BILL-2056
2025-11-13,JRN-9279,Bill,ZB-2057,BILL-2057,Professional Fees,Expense,VEND-005,Evergreen Technologies,25701,0,Sales,Kolkata,Vendor bill BILL-2057
2025-11-13,JRN-9279,Bill,ZB-2057,BILL-2057,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,4626.18,0,Sales,Kolkata,Vendor bill BILL-2057
2025-11-13,JRN-9279,Bill,ZB-2057,BILL-2057,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,0,30327.18,Sales,Kolkata,Vendor bill BILL-2057
2025-11-14,JRN-9280,Bill,ZB-2058,BILL-2058,Professional Fees,Expense,VEND-002,BoxPro Materials,161162,0,Sales,Bengaluru,Vendor bill BILL-2058
2025-11-14,JRN-9280,Bill,ZB-2058,BILL-2058,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,29009.16,0,Sales,Bengaluru,Vendor bill BILL-2058
2025-11-14,JRN-9280,Bill,ZB-2058,BILL-2058,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,0,190171.16,Sales,Bengaluru,Vendor bill BILL-2058
2025-11-04,JRN-9281,Bill,ZB-2059,BILL-2059,Purchases,Expense,VEND-001,Alpha Supplies Pvt Ltd,36960,0,Sales,Mumbai,Vendor bill BILL-2059
2025-11-04,JRN-9281,Bill,ZB-2059,BILL-2059,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,6652.8,0,Sales,Mumbai,Vendor bill BILL-2059
2025-11-04,JRN-9281,Bill,ZB-2059,BILL-2059,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,43612.8,Sales,Mumbai,Vendor bill BILL-2059
2025-11-09,JRN-9282,Bill,ZB-2060,BILL-2060,Repairs & Maintenance,Expense,VEND-007,Global Packaging,80040,0,Administration,Kolkata,Vendor bill BILL-2060
2025-11-09,JRN-9282,Bill,ZB-2060,BILL-2060,Input GST Recoverable,Other Current Asset,VEND-007,Global Packaging,14407.2,0,Administration,Kolkata,Vendor bill BILL-2060
2025-11-09,JRN-9282,Bill,ZB-2060,BILL-2060,Accounts Payable,Accounts Payable,VEND-007,Global Packaging,0,94447.2,Administration,Kolkata,Vendor bill BILL-2060
2025-11-16,JRN-9283,Bill,ZB-2061,BILL-2061,Repairs & Maintenance,Expense,VEND-005,Evergreen Technologies,133267,0,Technology,Kolkata,Vendor bill BILL-2061
2025-11-16,JRN-9283,Bill,ZB-2061,BILL-2061,Input GST Recoverable,Other Current Asset,VEND-005,Evergreen Technologies,23988.06,0,Technology,Kolkata,Vendor bill BILL-2061
2025-11-16,JRN-9283,Bill,ZB-2061,BILL-2061,Accounts Payable,Accounts Payable,VEND-005,Evergreen Technologies,0,157255.06,Technology,Kolkata,Vendor bill BILL-2061
2025-11-15,JRN-9284,Bill,ZB-2062,BILL-2062,Purchases,Expense,VEND-001,Alpha Supplies Pvt Ltd,64800,0,Administration,Ahmedabad,Vendor bill BILL-2062
2025-11-15,JRN-9284,Bill,ZB-2062,BILL-2062,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,11664,0,Administration,Ahmedabad,Vendor bill BILL-2062
2025-11-15,JRN-9284,Bill,ZB-2062,BILL-2062,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,76464,Administration,Ahmedabad,Vendor bill BILL-2062
2025-11-11,JRN-9285,Bill,ZB-2063,BILL-2063,Repairs & Maintenance,Expense,VEND-003,Crest Logistics,32288,0,Finance,Kolkata,Vendor bill BILL-2063
2025-11-11,JRN-9285,Bill,ZB-2063,BILL-2063,Input GST Recoverable,Other Current Asset,VEND-003,Crest Logistics,5811.84,0,Finance,Kolkata,Vendor bill BILL-2063
2025-11-11,JRN-9285,Bill,ZB-2063,BILL-2063,Accounts Payable,Accounts Payable,VEND-003,Crest Logistics,0,38099.84,Finance,Kolkata,Vendor bill BILL-2063
2025-11-19,JRN-9286,Bill,ZB-2064,BILL-2064,Professional Fees,Expense,VEND-001,Alpha Supplies Pvt Ltd,138000,0,Administration,Bengaluru,Vendor bill BILL-2064
2025-11-19,JRN-9286,Bill,ZB-2064,BILL-2064,Input GST Recoverable,Other Current Asset,VEND-001,Alpha Supplies Pvt Ltd,24840,0,Administration,Bengaluru,Vendor bill BILL-2064
2025-11-19,JRN-9286,Bill,ZB-2064,BILL-2064,Accounts Payable,Accounts Payable,VEND-001,Alpha Supplies Pvt Ltd,0,162840,Administration,Bengaluru,Vendor bill BILL-2064
2025-12-12,JRN-9287,Bill,ZB-2065,BILL-2065,Purchases,Expense,VEND-008,Horizon Security,97828,0,Finance,Bengaluru,Vendor bill BILL-2065
2025-12-12,JRN-9287,Bill,ZB-2065,BILL-2065,Input GST Recoverable,Other Current Asset,VEND-008,Horizon Security,17609.04,0,Finance,Bengaluru,Vendor bill BILL-2065
2025-12-12,JRN-9287,Bill,ZB-2065,BILL-2065,Accounts Payable,Accounts Payable,VEND-008,Horizon Security,0,115437.04,Finance,Bengaluru,Vendor bill BILL-2065
2025-12-12,JRN-9288,Bill,ZB-2066,BILL-2066,Professional Fees,Expense,VEND-002,BoxPro Materials,78411,0,Administration,Ahmedabad,Vendor bill BILL-2066
2025-12-12,JRN-9288,Bill,ZB-2066,BILL-2066,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,14113.98,0,Administration,Ahmedabad,Vendor bill BILL-2066
2025-12-12,JRN-9288,Bill,ZB-2066,BILL-2066,Accounts Payable,Accounts Payable,VEND-002,BoxPro Materials,0,92524.98,Administration,Ahmedabad,Vendor bill BILL-2066
2025-12-21,JRN-9289,Bill,ZB-2067,BILL-2067,Professional Fees,Expense,VEND-002,BoxPro Materials,38280,0,Administration,Ahmedabad,Vendor bill BILL-2067
2025-12-21,JRN-9289,Bill,ZB-2067,BILL-2067,Input GST Recoverable,Other Current Asset,VEND-002,BoxPro Materials,6890.4,0,Administration,Ahmedabad,Vendor bill BILL-2067
